City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
564,Piacabucu,BR,-10.4056,-36.4344,79.56,78,26,15.39,scattered clouds
565,Bengkulu,ID,-3.8004,102.2655,76.15,88,100,4.07,overcast clouds
566,Poya,NC,-21.35,165.15,86.0,58,21,5.1,few clouds
567,Fukue,JP,32.6881,128.8419,55.4,54,2,14.36,clear sky
568,Flinders,AU,-34.5833,150.8552,60.08,81,100,11.54,overcast clouds
569,Mporokoso,ZM,-9.3727,30.125,61.61,91,77,9.17,broken clouds
570,Qaqortoq,GL,60.7167,-46.0333,37.9,99,100,3.76,moderate rain
571,Sandviken,SE,60.6167,16.7667,26.71,71,100,3.62,overcast clouds
572,Northam,GB,51.0333,-4.2167,39.72,57,71,18.34,broken clouds
573,Gijon,ES,43.5357,-5.6615,47.66,79,94,10.87,overcast clouds
574,Mogadishu,SO,2.0371,45.3438,80.24,78,35,7.0,scattered clouds
575,Manokwari,ID,-0.8667,134.0833,80.98,80,100,7.96,overcast clouds
576,Ubinskoye,RU,55.3068,79.6802,22.23,92,100,17.36,overcast clouds
577,Palmer,US,42.1584,-72.3287,34.41,47,20,9.22,few clouds
578,Pingliang,CN,35.5392,106.6861,34.48,91,18,0.98,few clouds
579,Hami,CN,42.8,93.45,26.24,70,100,11.56,overcast clouds
580,Arkadak,RU,51.9326,43.4978,36.43,93,100,17.09,overcast clouds
581,Pauini,BR,-7.7136,-66.9764,70.63,98,97,5.21,overcast clouds
582,Hervey Bay,AU,-25.2986,152.8535,75.31,81,86,16.69,overcast clouds
583,Mbala,ZM,-8.8402,31.3659,61.16,85,78,11.1,broken clouds
584,Benxi,CN,41.2886,123.765,37.72,79,54,7.29,broken clouds
585,Assisi,IT,43.0691,12.6165,47.35,87,75,8.05,broken clouds
586,Weihai,CN,37.5017,122.1136,44.04,74,70,8.55,broken clouds
587,Skibbereen,IE,51.55,-9.2667,37.2,69,94,6.44,overcast clouds
588,Labuhan,ID,-6.8844,112.2051,78.06,84,100,10.16,light rain
589,Ningxiang,CN,37.34,111.2052,35.91,56,86,5.53,overcast clouds
590,Tateyama,JP,34.9833,139.8667,46.42,45,0,15.5,clear sky
591,Tevaitoa,PF,-16.7833,-151.5,81.25,73,21,14.61,light rain
592,Medea,DZ,36.2642,2.7539,45.05,84,92,12.12,overcast clouds
593,Ambon,ID,-3.6954,128.1814,77.14,88,20,3.44,few clouds
594,Lawrenceburg,US,38.0373,-84.8966,51.69,40,1,12.66,clear sky
595,Srednekolymsk,RU,67.45,153.6833,-38.24,100,31,1.21,scattered clouds
596,Namatanai,PG,-3.6667,152.4333,83.34,70,70,4.05,light rain
597,Victoria,HK,22.2855,114.1577,67.98,56,84,6.17,broken clouds
598,Seymour,US,38.9592,-85.8903,49.05,71,93,7.43,overcast clouds
599,Skegness,GB,53.1436,0.3363,35.82,71,100,31.34,light snow
